# BUSCO version is: 5.4.5 
# The lineage dataset is: apicomplexa_odb10 (Creation date: 2020-09-10, number of genomes: 54, number of BUSCOs: 446)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
274at5794	Missing
330at5794	Missing
615at5794	Missing
725at5794	Complete	741_g	1009.2	965	https://www.orthodb.org/v10?query=725at5794	DNA polymerase epsilon catalytic subunit
820at5794	Missing
1166at5794	Missing
1204at5794	Missing
1482at5794	Missing
1595at5794	Complete	605_g	1211.8	828	https://www.orthodb.org/v10?query=1595at5794	Aminoacyl-tRNA synthetase, class Ia
1612at5794	Missing
1619at5794	Missing
1870at5794	Missing
1911at5794	Missing
1928at5794	Missing
1988at5794	Missing
2281at5794	Missing
2321at5794	Complete	735_g	1410.7	843	https://www.orthodb.org/v10?query=2321at5794	DNA polymerase
2374at5794	Missing
2387at5794	Missing
2587at5794	Missing
2619at5794	Missing
2648at5794	Missing
2676at5794	Missing
2708at5794	Missing
2737at5794	Missing
2816at5794	Missing
2838at5794	Complete	16_g	891.4	657	https://www.orthodb.org/v10?query=2838at5794	ATP-dependent helicase, C-terminal
2962at5794	Missing
3002at5794	Complete	1348_g	646.1	634	https://www.orthodb.org/v10?query=3002at5794	Coatomer subunit beta
3086at5794	Complete	683_g	892.8	789	https://www.orthodb.org/v10?query=3086at5794	Transcription elongation factor FACT 140 kDa, putative
3102at5794	Missing
3154at5794	Missing
3187at5794	Complete	35_g	614.7	615	https://www.orthodb.org/v10?query=3187at5794	RNA cytidine acetyltransferase
3274at5794	Missing
3296at5794	Missing
3349at5794	Missing
3366at5794	Missing
3388at5794	Missing
3446at5794	Complete	841_g	983.3	541	https://www.orthodb.org/v10?query=3446at5794	cGMP-dependent protein kinase
3522at5794	Missing
3558at5794	Missing
3686at5794	Missing
3730at5794	Complete	852_g	782.5	568	https://www.orthodb.org/v10?query=3730at5794	Radical SAM
3823at5794	Missing
3933at5794	Complete	1150_g	486.5	744	https://www.orthodb.org/v10?query=3933at5794	Wd g-beta repeat-containing protein
4086at5794	Missing
4144at5794	Complete	10_g	544.3	749	https://www.orthodb.org/v10?query=4144at5794	CLU domain
4152at5794	Missing
4162at5794	Missing
4227at5794	Complete	1504_g	452.5	499	https://www.orthodb.org/v10?query=4227at5794	Vacuolar protein sorting-associated protein 35
4246at5794	Missing
4291at5794	Missing
4370at5794	Complete	887_g	687.7	756	https://www.orthodb.org/v10?query=4370at5794	Ubiquitin conjugation factor E4 B, putative
4404at5794	Missing
4430at5794	Missing
4526at5794	Missing
4564at5794	Missing
4642at5794	Complete	1583_g	1053.4	655	https://www.orthodb.org/v10?query=4642at5794	Helicase, C-terminal
4695at5794	Missing
4846at5794	Missing
4856at5794	Missing
4967at5794	Missing
5067at5794	Missing
5247at5794	Missing
5412at5794	Complete	1475_g	377.9	556	https://www.orthodb.org/v10?query=5412at5794	Pre-mRNA-splicing factor SYF1
5445at5794	Missing
5504at5794	Fragmented	267_g	104.4	353	https://www.orthodb.org/v10?query=5504at5794	Putative rRNA methyltransferase
5510at5794	Missing
5696at5794	Missing
5869at5794	Complete	284_g	921.2	521	https://www.orthodb.org/v10?query=5869at5794	4Fe-4S ferredoxin, iron-sulphur binding, conserved site
5881at5794	Missing
6024at5794	Missing
6081at5794	Missing
6083at5794	Complete	704_g	690.0	472	https://www.orthodb.org/v10?query=6083at5794	CTP synthase
6176at5794	Missing
6285at5794	Missing
6307at5794	Missing
6333at5794	Missing
6336at5794	Missing
6367at5794	Missing
6474at5794	Complete	330_g	737.0	546	https://www.orthodb.org/v10?query=6474at5794	Glycyl-tRNA synthetase
6554at5794	Complete	847_g	542.3	402	https://www.orthodb.org/v10?query=6554at5794	Bifunctional dihydrofolate reductase-thymidylate synthase
6605at5794	Missing
6785at5794	Fragmented	1491_g	311.9	312	https://www.orthodb.org/v10?query=6785at5794	Ribosome biogenesis protein TSR1, putative
6796at5794	Complete	1296_g	582.9	502	https://www.orthodb.org/v10?query=6796at5794	Sec1-like protein
6891at5794	Missing
6993at5794	Complete	379_g	618.9	470	https://www.orthodb.org/v10?query=6993at5794	adenylosuccinate lyase, putative
7036at5794	Fragmented	1809_g	195.8	176	https://www.orthodb.org/v10?query=7036at5794	Syntaxin binding protein, putative
7091at5794	Missing
7157at5794	Missing
7233at5794	Missing
7295at5794	Missing
7349at5794	Complete	19_g	795.2	550	https://www.orthodb.org/v10?query=7349at5794	Heat shock protein 90, putative
7423at5794	Missing
7447at5794	Missing
7485at5794	Complete	1896_g	750.7	568	https://www.orthodb.org/v10?query=7485at5794	Heat shock protein 90, putative
7555at5794	Missing
7566at5794	Complete	1602_g	358.8	392	https://www.orthodb.org/v10?query=7566at5794	Eukaryotic translation initiation factor 3 subunit L
7633at5794	Complete	297_g	595.0	388	https://www.orthodb.org/v10?query=7633at5794	aspartate-tRNA ligase
7668at5794	Fragmented	785_g	67.4	75	https://www.orthodb.org/v10?query=7668at5794	DNA-binding chaperone, putative
7687at5794	Missing
7815at5794	Missing
7831at5794	Missing
7857at5794	Complete	1106_g	181.1	273	https://www.orthodb.org/v10?query=7857at5794	Arm repeat-containing protein
7863at5794	Missing
8020at5794	Missing
8041at5794	Complete	57_g	701.5	436	https://www.orthodb.org/v10?query=8041at5794	GroEL-like apical domain superfamily
8055at5794	Missing
8389at5794	Complete	893_g	630.8	449	https://www.orthodb.org/v10?query=8389at5794	Tryptophanyl-tRNA synthetase
8420at5794	Complete	1565_g	346.9	468	https://www.orthodb.org/v10?query=8420at5794	Heat shock protein 60, putative
8643at5794	Missing
8677at5794	Missing
8690at5794	Complete	1206_g	305.1	346	https://www.orthodb.org/v10?query=8690at5794	Aspartyl aminopeptidase, putative
8695at5794	Missing
8725at5794	Complete	2038_g	340.9	343	https://www.orthodb.org/v10?query=8725at5794	Zinc finger protein, putative
8735at5794	Complete	336_g	512.0	369	https://www.orthodb.org/v10?query=8735at5794	WD40-repeat-containing domain
8813at5794	Missing
8866at5794	Complete	68_g	500.6	386	https://www.orthodb.org/v10?query=8866at5794	DNA primase large subunit
8903at5794	Missing
8944at5794	Missing
9037at5794	Missing
9069at5794	Fragmented	987_g	179.3	143	https://www.orthodb.org/v10?query=9069at5794	Peptidyl-prolyl cis-trans isomerase
9164at5794	Complete	519_g	364.9	298	https://www.orthodb.org/v10?query=9164at5794	2-(3-amino-3-carboxypropyl)histidine synthase subunit 1
9293at5794	Complete	1077_g	779.5	409	https://www.orthodb.org/v10?query=9293at5794	ATP synthase subunit beta
9319at5794	Missing
9322at5794	Missing
9332at5794	Missing
9361at5794	Complete	292_g	556.0	507	https://www.orthodb.org/v10?query=9361at5794	Nucleolar GTP-binding protein 1
9369at5794	Missing
9406at5794	Complete	2020_g	599.4	544	https://www.orthodb.org/v10?query=9406at5794	Phenylalanyl-tRNA synthetase alpha chain
9462at5794	Complete	1609_g	302.7	233	https://www.orthodb.org/v10?query=9462at5794	RNA lariat debranching enzyme, putative
9529at5794	Missing
9588at5794	Complete	159_g	440.3	324	https://www.orthodb.org/v10?query=9588at5794	Methylthiotransferase, N-terminal
9601at5794	Missing
9725at5794	Missing
9789at5794	Missing
9808at5794	Complete	697_g	350.0	333	https://www.orthodb.org/v10?query=9808at5794	FACT complex subunit SSRP1
9847at5794	Missing
9982at5794	Complete	1742_g	393.9	286	https://www.orthodb.org/v10?query=9982at5794	26S proteasome non-ATPase regulatory subunit 3
10029at5794	Missing
10090at5794	Complete	580_g	287.4	338	https://www.orthodb.org/v10?query=10090at5794	Ubiquitin carboxyl-terminal hydrolase
10141at5794	Missing
10293at5794	Missing
10373at5794	Complete	747_g	686.0	343	https://www.orthodb.org/v10?query=10373at5794	26S protease regulatory subunit 7, putative
10652at5794	Missing
10788at5794	Complete	1458_g	328.1	488	https://www.orthodb.org/v10?query=10788at5794	Winged helix-like DNA-binding domain superfamily
10838at5794	Fragmented	1597_g	107.7	72	https://www.orthodb.org/v10?query=10838at5794	Cardiolipin synthetase
10854at5794	Missing
10856at5794	Missing
10909at5794	Missing
10935at5794	Complete	772_g	639.2	429	https://www.orthodb.org/v10?query=10935at5794	Inosine-5'-monophosphate dehydrogenase
10985at5794	Missing
11003at5794	Complete	139_g	593.1	285	https://www.orthodb.org/v10?query=11003at5794	ATP-dependent RNA helicase DDX6
11034at5794	Missing
11057at5794	Complete	492_g	297.5	343	https://www.orthodb.org/v10?query=11057at5794	RuvB-like helicase
11123at5794	Missing
11176at5794	Complete	798_g	422.4	394	https://www.orthodb.org/v10?query=11176at5794	Phosphatidylinositol-4-phosphate 5-kinase, putative
11205at5794	Missing
11231at5794	Missing
11241at5794	Complete	1013_g	707.4	426	https://www.orthodb.org/v10?query=11241at5794	Signal recognition particle 54 kDa protein
11259at5794	Missing
11284at5794	Complete	12_g	612.2	490	https://www.orthodb.org/v10?query=11284at5794	Mitochondrial processing peptidase
11346at5794	Complete	1100_g	617.8	366	https://www.orthodb.org/v10?query=11346at5794	Rab GDP dissociation inhibitor
11405at5794	Complete	723_g	220.0	300	https://www.orthodb.org/v10?query=11405at5794	WD40-repeat-containing domain
11493at5794	Missing
11582at5794	Complete	716_g	350.5	289	https://www.orthodb.org/v10?query=11582at5794	Serine hydroxymethyltransferase
11612at5794	Missing
11621at5794	Complete	1017_g	565.4	320	https://www.orthodb.org/v10?query=11621at5794	26S proteasome regulatory subunit
11677at5794	Complete	535_g	568.7	743	https://www.orthodb.org/v10?query=11677at5794	WD40 repeat
11711at5794	Missing
11713at5794	Missing
11718at5794	Complete	209_g	422.7	356	https://www.orthodb.org/v10?query=11718at5794	Proteasome PCI domain-containing protein, putative
11783at5794	Missing
11832at5794	Complete	1654_g	402.4	267	https://www.orthodb.org/v10?query=11832at5794	Actin
12016at5794	Complete	1310_g	419.5	269	https://www.orthodb.org/v10?query=12016at5794	Deoxyhypusine synthase
12071at5794	Missing
12125at5794	Complete	1786_g	322.9	235	https://www.orthodb.org/v10?query=12125at5794	tRNA-dihydrouridine synthase
12211at5794	Complete	24_g	187.8	235	https://www.orthodb.org/v10?query=12211at5794	General transcription factor IIH polypeptide 2, putative
12351at5794	Missing
12388at5794	Missing
12440at5794	Missing
12505at5794	Missing
12644at5794	Complete	1954_g	305.4	320	https://www.orthodb.org/v10?query=12644at5794	Chromatin assembly factor 1 subunit, putative
12743at5794	Complete	375_g	399.9	285	https://www.orthodb.org/v10?query=12743at5794	WD40-repeat-containing domain
12797at5794	Complete	1275_g	134.2	213	https://www.orthodb.org/v10?query=12797at5794	mRNA triphosphatase Cet1-like
12818at5794	Complete	313_g	534.5	343	https://www.orthodb.org/v10?query=12818at5794	Phosphoglycerate kinase
12942at5794	Missing
13036at5794	Complete	1306_g	596.5	338	https://www.orthodb.org/v10?query=13036at5794	Ribosomal protein L3
13102at5794	Missing
13194at5794	Complete	1233_g	312.8	317	https://www.orthodb.org/v10?query=13194at5794	Thioredoxin, putative
13336at5794	Missing
13345at5794	Missing
13556at5794	Missing
13632at5794	Missing
13724at5794	Complete	372_g	318.5	240	https://www.orthodb.org/v10?query=13724at5794	Rab-GTPase-TBC domain
13776at5794	Complete	1292_g	309.2	349	https://www.orthodb.org/v10?query=13776at5794	CobW/P47K family domain-containing protein, putative
13789at5794	Complete	91_g	169.6	203	https://www.orthodb.org/v10?query=13789at5794	V-type proton ATPase subunit H
13817at5794	Missing
13855at5794	Missing
13883at5794	Missing
13893at5794	Complete	322_g	300.2	308	https://www.orthodb.org/v10?query=13893at5794	26S proteasome non-ATPase regulatory subunit 13
13940at5794	Missing
14024at5794	Complete	1677_g	404.2	275	https://www.orthodb.org/v10?query=14024at5794	tRNA-dihydrouridine synthase A
14048at5794	Missing
14082at5794	Missing
14124at5794	Missing
14227at5794	Missing
14479at5794	Complete	1039_g	159.1	298	https://www.orthodb.org/v10?query=14479at5794	tetratricopeptide repeat-containing protein
14505at5794	Missing
